Asset,Time Period,Length of Return,Candle Pattern,Value,Avg % Return Following Pattern,Avg % Return In General,Avg Volume Following Pattern,Avg Volume In General,p-value Returns,p-value Volume,Occurrences
SPY,5y,10,Up/Down-gap side-by-side white lines,-100,,0.6011,,82036118,,,0
SPY,5y,10,Up/Down-gap side-by-side white lines,100,0.0794,0.6036,91172968.0,82014216,0.42,0.63,4
SPY,5y,10,Gravestone Doji,100,0.0814,0.6197,92127546.0,81911557,0.66,0.53,15
SPY,5y,10,Hammer,100,-0.1024,0.5987,75199043.0,82143701,0.33,0.18,17
SPY,5y,10,Hanging Man,100,,0.6011,,82036118,,,0
SPY,5y,10,Harami Pattern,-100,0.7003,0.6056,82775909.0,82009016,0.86,0.85,52
SPY,5y,10,Harami Pattern,100,0.7881,0.598,75366710.0,82243932,0.7,0.11,39
SPY,5y,10,Harami Cross Pattern,100,0.0642,0.6059,79092195.0,82080597,0.66,0.72,12
SPY,5y,10,High-Wave Candle,100,0.9111,0.5787,85783732.0,81750819,0.43,0.38,77
SPY,5y,10,Hikkake Pattern,-100,1.0281,0.5645,73825578.0,82391520,0.27,0.02,50
SPY,5y,10,Hikkake Pattern,-200,3.5111,0.5794,83168674.0,82018870,0.11,0.92,8
SPY,5y,10,Hikkake Pattern,100,0.4867,0.6146,89199223.0,81811616,0.89,0.38,38
SPY,5y,10,Hikkake Pattern,200,0.0228,0.6053,81807913.0,82052203,0.61,0.98,13
SPY,5y,10,Modified Hikkake Pattern,-100,2.0892,0.6003,88807340.0,82030222,1.0,1.0,1
SPY,5y,10,Modified Hikkake Pattern,-200,,0.6011,,82036118,,,0
SPY,5y,10,Modified Hikkake Pattern,100,,0.6011,,82036118,,,0
SPY,5y,10,Modified Hikkake Pattern,200,,0.6011,,82036118,,,0
SPY,5y,10,Homing Pigeon,100,1.2945,0.5955,71721677.0,82167372,0.19,0.05,16
SPY,5y,10,Identical Three Crows,100,,0.6011,,82036118,,,0
SPY,5y,10,In-Neck Pattern,-100,-2.1127,0.6093,115106458.0,81941504,0.24,0.17,4
SPY,5y,10,In-Neck Pattern,100,,0.6011,,82036118,,,0
SPY,5y,10,Inverted Hammer,100,0.525,0.6018,86955450.0,81937958,0.92,0.61,26
SPY,5y,10,Kicking,-100,,0.6011,,82036118,,,0
SPY,5y,10,Kicking,100,,0.6011,,82036118,,,0
SPY,5y,10,Kicking - bull/bear determined by the longer marubozu,-100,,0.6011,,82036118,,,0
SPY,5y,10,Kicking - bull/bear determined by the longer marubozu,100,,0.6011,,82036118,,,0
SPY,5y,10,Ladder Bottom,100,4.3957,0.5991,84369940.0,82025642,0.05,0.37,2
SPY,5y,10,Long Legged Doji,100,0.6754,0.5773,80644739.0,82274080,0.73,0.59,162
SPY,5y,10,Long Line Candle,-100,0.9888,0.5557,85071278.0,81692940,0.29,0.33,100
SPY,5y,10,Long Line Candle,-200,,0.6011,,82036118,,,0
SPY,5y,10,Long Line Candle,100,0.5326,0.607,76345726.0,82941745,0.79,0.0,171
SPY,5y,10,Long Line Candle,200,,0.6011,,82036118,,,0
SPY,5y,10,Marubozu,-100,2.1261,0.5708,86390457.0,81920291,0.07,0.43,22
SPY,5y,10,Marubozu,-200,,0.6011,,82036118,,,0
SPY,5y,10,Marubozu,100,0.6546,0.604,80342383.0,82088255,0.93,0.71,46
SPY,5y,10,Marubozu,200,,0.6011,,82036118,,,0
SPY,5y,10,Matching Low,100,0.2759,0.6056,65868399.0,82220114,0.42,0.0,14
SPY,5y,10,Mat Hold,-100,,0.6011,,82036118,,,0
SPY,5y,10,Mat Hold,100,,0.6011,,82036118,,,0
SPY,5y,10,Morning Doji Star,100,4.3271,0.5988,93445530.0,82024173,1.0,1.0,1
SPY,5y,10,Morning Star,100,3.6868,0.5898,99420935.0,81939378,0.1,0.38,6
SPY,5y,10,On-Neck Pattern,-100,-1.4458,0.6033,84214853.0,82030967,0.5,0.9,3
SPY,5y,10,On-Neck Pattern,100,,0.6011,,82036118,,,0
SPY,5y,10,Piercing Pattern,100,1.7545,0.5915,83955434.0,82008815,0.37,0.81,8
SPY,5y,10,Rickshaw Man,100,0.7283,0.5651,77914943.0,82485023,0.6,0.1,118
SPY,5y,10,Rising/Falling Three Methods,-100,,0.6011,,82036118,,,0
SPY,5y,10,Rising/Falling Three Methods,100,,0.6011,,82036118,,,0
SPY,5y,10,Separating Lines,-100,7.8178,0.5968,102552550.0,82012438,1.0,1.0,1
SPY,5y,10,Separating Lines,100,2.5349,0.598,72834425.0,82047717,0.47,0.73,2
SPY,5y,10,Shooting Star,100,,0.6011,,82036118,,,0
SPY,5y,10,Short Line Candle,100,0.4543,0.6267,75572160.0,82626065,0.62,0.01,96
SPY,5y,10,Spinning Top,100,0.5909,0.5933,83519461.0,81837704,0.99,0.61,127
SPY,5y,10,Stalled Pattern,100,,0.6011,,82036118,,,0
SPY,5y,10,Stick Sandwich,100,4.1881,0.5968,85728325.0,82023571,0.19,0.5,2
SPY,5y,10,Takuri (Dragonfly Doji with very long lower shadow),100,-0.0798,0.5989,76725343.0,82170741,0.35,0.44,23
SPY,5y,10,Tasuki Gap,-100,2.7273,0.5989,70593070.0,82044683,1.0,1.0,1
SPY,5y,10,Tasuki Gap,100,2.2025,0.5895,74531585.0,82085269,0.32,0.26,8
SPY,5y,10,Thrusting Pattern,-100,1.5071,0.5964,86560816.0,81986952,0.32,0.65,10
SPY,5y,10,Thrusting Pattern,100,,0.6011,,82036118,,,0
SPY,5y,10,Tristar Pattern,-100,2.006,0.6002,72675180.0,82044122,1.0,1.0,1
SPY,5y,10,Tristar Pattern,100,0.3456,0.6018,47433850.0,82063112,1.0,1.0,1
SPY,5y,10,Unique 3 River,100,-2.2358,0.6025,79931160.0,82037676,1.0,1.0,1
SPY,5y,10,Upside Gap Two Crows,100,,0.6011,,82036118,,,0
SPY,5y,10,Upside/Downside Gap Three Methods,-100,1.5327,0.595,84888615.0,82023318,0.45,0.74,4
SPY,5y,10,Upside/Downside Gap Three Methods,100,4.0217,0.5984,76690110.0,82035945,1.0,1.0,1
SPY,5y,11,Two Crows,100,,0.6011,,82036118,,,0
SPY,5y,11,Three Black Crows,100,,0.6011,,82036118,,,0
SPY,5y,11,Three Inside Up/Down,-100,1.0307,0.6567,87071048.0,81980877,0.74,0.45,15
SPY,5y,11,Three Inside Up/Down,100,1.2678,0.6585,78927265.0,82088140,0.48,0.68,12
SPY,5y,11,Three-Line Strike,-100,7.8175,0.6548,94243191.0,82045954,1.0,1.0,1
SPY,5y,11,Three-Line Strike,-200,,0.6593,,82057711,,,0
SPY,5y,11,Three-Line Strike,100,-1.9266,0.661,72149055.0,82063319,1.0,1.0,1
SPY,5y,11,Three-Line Strike,200,,0.6593,,82057711,,,0
SPY,5y,11,Three Outside Up/Down,-100,1.5722,0.6349,86755610.0,81939418,0.4,0.53,21
SPY,5y,11,Three Outside Up/Down,100,-1.3349,0.6873,84947679.0,82036858,0.04,0.64,20
SPY,5y,11,Three Stars In The South,100,,0.6593,,82057711,,,0
SPY,5y,11,Three Advancing White Soldiers,100,0.8859,0.657,67545068.0,82103869,0.84,0.23,4
SPY,5y,11,Abandoned Baby,-100,,0.6593,,82057711,,,0
SPY,5y,11,Abandoned Baby,100,,0.6593,,82057711,,,0
SPY,5y,11,Advance Block,100,,0.6593,,82057711,,,0
SPY,5y,11,Belt-hold,-100,1.2455,0.6363,78805656.0,82229705,0.11,0.18,79
SPY,5y,11,Belt-hold,100,0.5199,0.6708,77485425.0,82508344,0.7,0.06,108
SPY,5y,11,Breakaway,-100,1.3799,0.6577,65852436.0,82068181,1.0,1.0,1
SPY,5y,11,Breakaway,100,,0.6593,,82057711,,,0
SPY,5y,11,Closing Marubozu,-100,1.2843,0.5984,93557798.0,81231566,0.22,0.01,73
SPY,5y,11,Closing Marubozu,100,0.3902,0.7032,81499906.0,82130675,0.43,0.85,143
SPY,5y,11,Concealing Baby Swallow,100,,0.6593,,82057711,,,0
SPY,5y,11,Counterattack,-100,0.4453,0.6576,82237364.0,82052464,0.95,1.0,2
SPY,5y,11,Counterattack,100,0.3913,0.6631,102458834.0,81999228,0.75,0.42,4
SPY,5y,11,Dark Cloud Cover,100,,0.6593,,82057711,,,0
SPY,5y,11,Doji,100,0.7334,0.6323,80654190.0,82301498,0.74,0.58,162
SPY,5y,11,Doji Star,-100,0.6698,0.655,70493524.0,82248998,0.98,0.02,19
SPY,5y,11,Doji Star,100,0.518,0.6609,83992364.0,82024447,0.88,0.74,16
SPY,5y,11,Dragonfly Doji,100,0.1891,0.6674,76972911.0,82176413,0.46,0.43,24
SPY,5y,11,Engulfing Pattern,-100,1.3628,0.6318,77406103.0,82225009,0.23,0.24,50
SPY,5y,11,Engulfing Pattern,100,-0.166,0.6902,84982106.0,82008870,0.24,0.45,39
SPY,5y,11,Evening Doji Star,100,,0.6593,,82057711,,,0
SPY,5y,11,Evening Star,100,,0.6593,,82057711,,,0
SPY,5y,11,Up/Down-gap side-by-side white lines,-100,,0.6593,,82057711,,,0
SPY,5y,11,Up/Down-gap side-by-side white lines,100,-0.5458,0.663,91207811.0,82034278,0.41,0.62,4
SPY,5y,11,Gravestone Doji,100,0.4687,0.6653,92400804.0,81940196,0.87,0.52,15
SPY,5y,11,Hammer,100,0.6221,0.6632,75270459.0,82156131,0.95,0.18,17
SPY,5y,11,Hanging Man,100,,0.6593,,82057711,,,0
SPY,5y,11,Harami Pattern,-100,0.7513,0.6614,82966856.0,82027160,0.88,0.81,52
SPY,5y,11,Harami Pattern,100,0.7805,0.648,76477584.0,82278070,0.81,0.16,39
SPY,5y,11,Harami Cross Pattern,100,0.5447,0.6636,79725552.0,82097911,0.93,0.76,12
SPY,5y,11,High-Wave Candle,100,0.9592,0.6342,85554283.0,81793061,0.49,0.4,77
SPY,5y,11,Hikkake Pattern,-100,0.9743,0.6356,73687418.0,82415936,0.45,0.02,50
SPY,5y,11,Hikkake Pattern,-200,3.3575,0.6346,82574268.0,82046482,0.09,0.96,8
SPY,5y,11,Hikkake Pattern,100,0.4774,0.6702,89445985.0,81827068,0.85,0.36,38
SPY,5y,11,Hikkake Pattern,200,-0.4947,0.6632,82729342.0,82072422,0.38,0.96,13
SPY,5y,11,Modified Hikkake Pattern,-100,1.8976,0.6574,86684873.0,82051684,1.0,1.0,1
SPY,5y,11,Modified Hikkake Pattern,-200,,0.6593,,82057711,,,0
SPY,5y,11,Modified Hikkake Pattern,100,,0.6593,,82057711,,,0
SPY,5y,11,Modified Hikkake Pattern,200,,0.6593,,82057711,,,0
SPY,5y,11,Homing Pigeon,100,1.5354,0.6485,71849900.0,82189678,0.21,0.04,16
SPY,5y,11,Identical Three Crows,100,,0.6593,,82057711,,,0
SPY,5y,11,In-Neck Pattern,-100,-0.8167,0.6682,115651484.0,81961926,0.27,0.15,4
SPY,5y,11,In-Neck Pattern,100,,0.6593,,82057711,,,0
SPY,5y,11,Inverted Hammer,100,0.7013,0.6524,86828508.0,81960348,0.95,0.62,26
SPY,5y,11,Kicking,-100,,0.6593,,82057711,,,0
SPY,5y,11,Kicking,100,,0.6593,,82057711,,,0
SPY,5y,11,Kicking - bull/bear determined by the longer marubozu,-100,,0.6593,,82057711,,,0
SPY,5y,11,Kicking - bull/bear determined by the longer marubozu,100,,0.6593,,82057711,,,0
SPY,5y,11,Ladder Bottom,100,4.8052,0.6555,83504473.0,82050319,0.08,0.62,2
SPY,5y,11,Long Legged Doji,100,0.7334,0.6323,80654190.0,82301498,0.74,0.58,162
SPY,5y,11,Long Line Candle,-100,1.0254,0.6213,85138324.0,81727124,0.37,0.33,100
SPY,5y,11,Long Line Candle,-200,,0.6593,,82057711,,,0
SPY,5y,11,Long Line Candle,100,0.5877,0.671,76341659.0,82944660,0.78,0.0,171
SPY,5y,11,Long Line Candle,200,,0.6593,,82057711,,,0
SPY,5y,11,Marubozu,-100,2.3613,0.6282,85562974.0,81954143,0.06,0.51,22
SPY,5y,11,Marubozu,-200,,0.6593,,82057711,,,0
SPY,5y,11,Marubozu,100,0.8813,0.6618,80469811.0,82118156,0.73,0.72,46
SPY,5y,11,Marubozu,200,,0.6593,,82057711,,,0
SPY,5y,11,Matching Low,100,0.145,0.659,65622752.0,82244081,0.21,0.0,14
SPY,5y,11,Mat Hold,-100,,0.6593,,82057711,,,0
SPY,5y,11,Mat Hold,100,,0.6593,,82057711,,,0
SPY,5y,11,Morning Doji Star,100,4.8018,0.657,90210764.0,82048773,1.0,1.0,1
SPY,5y,11,Morning Star,100,4.1159,0.6442,99330930.0,81969469,0.12,0.38,6
SPY,5y,11,On-Neck Pattern,-100,-0.0578,0.6616,84309315.0,82055656,0.71,0.9,3
SPY,5y,11,On-Neck Pattern,100,,0.6593,,82057711,,,0
SPY,5y,11,Piercing Pattern,100,1.5241,0.6488,83083903.0,82033303,0.55,0.89,8
SPY,5y,11,Rickshaw Man,100,0.7063,0.6357,78123723.0,82507992,0.84,0.11,118
SPY,5y,11,Rising/Falling Three Methods,-100,,0.6593,,82057711,,,0
SPY,5y,11,Rising/Falling Three Methods,100,,0.6593,,82057711,,,0
SPY,5y,11,Separating Lines,-100,6.53,0.6542,100450145.0,82036723,1.0,1.0,1
SPY,5y,11,Separating Lines,100,2.9421,0.6564,71144418.0,82072709,0.43,0.67,2
SPY,5y,11,Shooting Star,100,,0.6593,,82057711,,,0
SPY,5y,11,Short Line Candle,100,0.5221,0.6837,75891180.0,82621112,0.64,0.01,96
SPY,5y,11,Spinning Top,100,0.7078,0.6474,83352423.0,81889413,0.86,0.65,127
SPY,5y,11,Stalled Pattern,100,,0.6593,,82057711,,,0
SPY,5y,11,Stick Sandwich,100,4.4134,0.6546,83227277.0,82050107,0.26,0.8,2
SPY,5y,11,Takuri (Dragonfly Doji with very long lower shadow),100,0.1114,0.6685,77364532.0,82165406,0.41,0.48,23
SPY,5y,11,Tasuki Gap,-100,2.0833,0.6581,70881573.0,82065982,1.0,1.0,1
SPY,5y,11,Tasuki Gap,100,2.3524,0.6457,74646551.0,82104528,0.32,0.28,8
SPY,5y,11,Thrusting Pattern,-100,1.904,0.6542,85852398.0,82020744,0.31,0.7,10
SPY,5y,11,Thrusting Pattern,100,,0.6593,,82057711,,,0
SPY,5y,11,Tristar Pattern,-100,3.385,0.6581,74548164.0,82066012,1.0,1.0,1
SPY,5y,11,Tristar Pattern,100,1.0382,0.6593,46568245.0,82085545,1.0,1.0,1
SPY,5y,11,Unique 3 River,100,-1.4776,0.6612,82126609.0,82061389,1.0,1.0,1
SPY,5y,11,Upside Gap Two Crows,100,,0.6593,,82057711,,,0
SPY,5y,11,Upside/Downside Gap Three Methods,-100,1.0315,0.6523,83731493.0,82045442,0.76,0.85,4
SPY,5y,11,Upside/Downside Gap Three Methods,100,4.1243,0.6564,75507464.0,82058907,1.0,1.0,1
SPY,5y,12,Two Crows,100,,0.6593,,82057711,,,0
SPY,5y,12,Three Black Crows,100,,0.6593,,82057711,,,0
SPY,5y,12,Three Inside Up/Down,-100,0.6418,0.7196,86879108.0,81996422,0.94,0.46,15
SPY,5y,12,Three Inside Up/Down,100,1.6125,0.7162,79333780.0,82104599,0.28,0.7,12
SPY,5y,12,Three-Line Strike,-100,7.3799,0.7135,93506892.0,82061817,1.0,1.0,1
SPY,5y,12,Three-Line Strike,-200,,0.7174,,82073566,,,0
SPY,5y,12,Three-Line Strike,100,-3.0915,0.7187,72445592.0,82081011,1.0,1.0,1
SPY,5y,12,Three-Line Strike,200,,0.7174,,82073566,,,0
SPY,5y,12,Three Outside Up/Down,-100,1.7578,0.6892,86814927.0,81976114,0.36,0.53,21
SPY,5y,12,Three Outside Up/Down,100,-0.5486,0.75,85487669.0,82037190,0.15,0.59,20
SPY,5y,12,Three Stars In The South,100,,0.7174,,82073566,,,0
SPY,5y,12,Three Advancing White Soldiers,100,-0.0716,0.7168,68793954.0,82118359,0.6,0.27,4
SPY,5y,12,Abandoned Baby,-100,,0.7174,,82073566,,,0
SPY,5y,12,Abandoned Baby,100,,0.7174,,82073566,,,0
SPY,5y,12,Advance Block,100,,0.7174,,82073566,,,0
SPY,5y,12,Belt-hold,-100,1.5231,0.6824,78404237.0,82259135,0.03,0.13,79
SPY,5y,12,Belt-hold,100,0.5197,0.7352,77725063.0,82507350,0.6,0.07,108
SPY,5y,12,Breakaway,-100,1.4965,0.7163,65381342.0,82084154,1.0,1.0,1
SPY,5y,12,Breakaway,100,,0.7174,,82073566,,,0
SPY,5y,12,Closing Marubozu,-100,1.3248,0.6624,92883905.0,81274179,0.25,0.02,73
SPY,5y,12,Closing Marubozu,100,0.4164,0.7587,81609265.0,82134713,0.41,0.87,143
SPY,5y,12,Concealing Baby Swallow,100,,0.7174,,82073566,,,0
SPY,5y,12,Counterattack,-100,1.7708,0.7148,80274871.0,82071513,0.79,0.97,2
SPY,5y,12,Counterattack,100,-0.3618,0.7198,101441104.0,82015561,0.37,0.43,4
SPY,5y,12,Dark Cloud Cover,100,,0.7174,,82073566,,,0
SPY,5y,12,Doji,100,0.9019,0.6904,80548209.0,82315650,0.51,0.55,162
SPY,5y,12,Doji Star,-100,0.8812,0.7168,70758550.0,82257695,0.79,0.02,19
SPY,5y,12,Doji Star,100,0.2161,0.7198,83839933.0,82050139,0.63,0.76,16
SPY,5y,12,Dragonfly Doji,100,-0.0946,0.7234,77692749.0,82182401,0.29,0.49,24
SPY,5y,12,Engulfing Pattern,-100,1.6018,0.6889,76896953.0,82247144,0.16,0.18,50
SPY,5y,12,Engulfing Pattern,100,-0.1943,0.7486,85374475.0,82001612,0.22,0.4,39
SPY,5y,12,Evening Doji Star,100,,0.7174,,82073566,,,0
SPY,5y,12,Evening Star,100,,0.7174,,82073566,,,0
SPY,5y,12,Up/Down-gap side-by-side white lines,-100,,0.7174,,82073566,,,0
SPY,5y,12,Up/Down-gap side-by-side white lines,100,-0.4241,0.7233,92960952.0,82049570,0.55,0.56,4
SPY,5y,12,Gravestone Doji,100,0.9697,0.7194,92105082.0,81952671,0.78,0.53,15
SPY,5y,12,Hammer,100,0.0244,0.7121,76036291.0,82171077,0.29,0.24,17
SPY,5y,12,Hanging Man,100,,0.7174,,82073566,,,0
SPY,5y,12,Harami Pattern,-100,0.8511,0.7198,82576649.0,82035998,0.82,0.89,52
SPY,5y,12,Harami Pattern,100,1.0549,0.7085,76328836.0,82254699,0.55,0.13,39
SPY,5y,12,Harami Cross Pattern,100,0.8187,0.7175,79403886.0,82107357,0.94,0.72,12
SPY,5y,12,High-Wave Candle,100,1.1844,0.6929,85317528.0,81825362,0.32,0.43,77
SPY,5y,12,Hikkake Pattern,-100,1.0979,0.6982,73739025.0,82436128,0.38,0.02,50
SPY,5y,12,Hikkake Pattern,-200,3.2387,0.6941,82579881.0,82066289,0.05,0.96,8
SPY,5y,12,Hikkake Pattern,100,1.1557,0.7304,89229537.0,81836630,0.66,0.37,38
SPY,5y,12,Hikkake Pattern,200,-1.0382,0.7273,83266344.0,82078542,0.35,0.93,13
SPY,5y,12,Modified Hikkake Pattern,-100,2.1153,0.7156,84796317.0,82069160,1.0,1.0,1
SPY,5y,12,Modified Hikkake Pattern,-200,,0.7174,,82073566,,,0
SPY,5y,12,Modified Hikkake Pattern,100,,0.7174,,82073566,,,0
SPY,5y,12,Modified Hikkake Pattern,200,,0.7174,,82073566,,,0
SPY,5y,12,Homing Pigeon,100,1.8223,0.7042,72225971.0,82204515,0.17,0.04,16
SPY,5y,12,Identical Three Crows,100,,0.7174,,82073566,,,0
SPY,5y,12,In-Neck Pattern,-100,-2.4941,0.7223,116106738.0,81975264,0.15,0.14,4
SPY,5y,12,In-Neck Pattern,100,,0.7174,,82073566,,,0
SPY,5y,12,Inverted Hammer,100,0.9237,0.7079,87201574.0,81978362,0.76,0.59,26
SPY,5y,12,Kicking,-100,,0.7174,,82073566,,,0
SPY,5y,12,Kicking,100,,0.7174,,82073566,,,0
SPY,5y,12,Kicking - bull/bear determined by the longer marubozu,-100,,0.7174,,82073566,,,0
SPY,5y,12,Kicking - bull/bear determined by the longer marubozu,100,,0.7174,,82073566,,,0
SPY,5y,12,Ladder Bottom,100,4.9629,0.713,80752917.0,82067775,0.05,0.78,2
SPY,5y,12,Long Legged Doji,100,0.9019,0.6904,80548209.0,82315650,0.51,0.55,162
SPY,5y,12,Long Line Candle,-100,1.3277,0.6812,84677293.0,81744370,0.14,0.4,100
SPY,5y,12,Long Line Candle,-200,,0.7174,,82073566,,,0
SPY,5y,12,Long Line Candle,100,0.5571,0.7296,76439596.0,82965122,0.58,0.0,171
SPY,5y,12,Long Line Candle,200,,0.7174,,82073566,,,0
SPY,5y,12,Marubozu,-100,2.7946,0.6831,84325504.0,81985979,0.02,0.66,22
SPY,5y,12,Marubozu,-200,,0.7174,,82073566,,,0
SPY,5y,12,Marubozu,100,0.7869,0.7134,80654157.0,82130629,0.91,0.75,46
SPY,5y,12,Marubozu,200,,0.7174,,82073566,,,0
SPY,5y,12,Matching Low,100,0.542,0.7192,66565962.0,82262613,0.75,0.0,14
SPY,5y,12,Mat Hold,-100,,0.7174,,82073566,,,0
SPY,5y,12,Mat Hold,100,,0.7174,,82073566,,,0
SPY,5y,12,Morning Doji Star,100,5.5288,0.7147,87785250.0,82066998,1.0,1.0,1
SPY,5y,12,Morning Star,100,3.7286,0.7004,97580394.0,81986086,0.15,0.41,6
SPY,5y,12,On-Neck Pattern,-100,-1.3965,0.7165,87091781.0,82071076,0.53,0.8,3
SPY,5y,12,On-Neck Pattern,100,,0.7174,,82073566,,,0
SPY,5y,12,Piercing Pattern,100,2.3206,0.7088,82787420.0,82055417,0.24,0.92,8
SPY,5y,12,Rickshaw Man,100,0.8768,0.7022,78074540.0,82504441,0.64,0.1,118
SPY,5y,12,Rising/Falling Three Methods,-100,,0.7174,,82073566,,,0
SPY,5y,12,Rising/Falling Three Methods,100,,0.7174,,82073566,,,0
SPY,5y,12,Separating Lines,-100,8.0374,0.7133,97474042.0,82054500,1.0,1.0,1
SPY,5y,12,Separating Lines,100,3.2162,0.7139,70149892.0,82091076,0.47,0.62,2
SPY,5y,12,Shooting Star,100,,0.7174,,82073566,,,0
SPY,5y,12,Short Line Candle,100,0.4971,0.741,76097363.0,82611501,0.51,0.01,96
SPY,5y,12,Spinning Top,100,0.8437,0.6989,83362682.0,81924413,0.71,0.65,127
SPY,5y,12,Stalled Pattern,100,,0.7174,,82073566,,,0
SPY,5y,12,Stick Sandwich,100,4.3056,0.7124,81372600.0,82069809,0.29,0.86,2
SPY,5y,12,Takuri (Dragonfly Doji with very long lower shadow),100,-0.152,0.7242,77970109.0,82170107,0.28,0.53,23
SPY,5y,12,Tasuki Gap,-100,2.8125,0.7167,68999192.0,82081721,1.0,1.0,1
SPY,5y,12,Tasuki Gap,100,2.523,0.7031,74787079.0,82119990,0.32,0.29,8
SPY,5y,12,Thrusting Pattern,-100,1.2125,0.7096,85982218.0,82041998,0.67,0.69,10
SPY,5y,12,Thrusting Pattern,100,,0.7174,,82073566,,,0
SPY,5y,12,Tristar Pattern,-100,3.706,0.7151,78254650.0,82080443,1.0,1.0,1
SPY,5y,12,Tristar Pattern,100,0.8632,0.7169,46365733.0,82102068,1.0,1.0,1
SPY,5y,12,Unique 3 River,100,-0.8356,0.7187,82674283.0,82075478,1.0,1.0,1
SPY,5y,12,Upside Gap Two Crows,100,,0.7174,,82073566,,,0
SPY,5y,12,Upside/Downside Gap Three Methods,-100,0.7107,0.7121,83139238.0,82065017,1.0,0.91,4
SPY,5y,12,Upside/Downside Gap Three Methods,100,4.1512,0.7144,74156667.0,82075905,1.0,1.0,1
SPY,5y,13,Two Crows,100,,0.7174,,82073566,,,0
SPY,5y,13,Three Black Crows,100,,0.7174,,82073566,,,0
SPY,5y,13,Three Inside Up/Down,-100,1.0718,0.7827,86581291.0,82018004,0.8,0.48,15
SPY,5y,13,Three Inside Up/Down,100,0.9139,0.7714,80722662.0,82119221,0.9,0.84,12
SPY,5y,13,Three-Line Strike,-100,4.8703,0.7716,96082546.0,82080534,1.0,1.0,1
SPY,5y,13,Three-Line Strike,-200,,0.7751,,82091579,,,0
SPY,5y,13,Three-Line Strike,100,-3.8254,0.7774,73034946.0,82098865,1.0,1.0,1
SPY,5y,13,Three-Line Strike,200,,0.7751,,82091579,,,0
SPY,5y,13,Three Outside Up/Down,-100,1.8385,0.7447,86608107.0,81994741,0.37,0.54,21
SPY,5y,13,Three Outside Up/Down,100,-0.4185,0.7959,85666162.0,82046520,0.21,0.59,20
SPY,5y,13,Three Stars In The South,100,,0.7751,,82091579,,,0
SPY,5y,13,Three Advancing White Soldiers,100,0.0526,0.7778,68736821.0,82132904,0.52,0.27,4
SPY,5y,13,Abandoned Baby,-100,,0.7751,,82091579,,,0
SPY,5y,13,Abandoned Baby,100,,0.7751,,82091579,,,0
SPY,5y,13,Advance Block,100,,0.7751,,82091579,,,0
SPY,5y,13,Belt-hold,-100,1.7051,0.7252,78265107.0,82306378,0.01,0.1,79
SPY,5y,13,Belt-hold,100,0.6041,0.7984,77859253.0,82506427,0.65,0.08,108
SPY,5y,13,Breakaway,-100,2.3588,0.7739,66769762.0,82102727,1.0,1.0,1
SPY,5y,13,Breakaway,100,,0.7751,,82091579,,,0
SPY,5y,13,Closing Marubozu,-100,1.3011,0.7211,92848669.0,81337898,0.36,0.02,73
SPY,5y,13,Closing Marubozu,100,0.6208,0.8205,81599503.0,82143039,0.62,0.87,143
SPY,5y,13,Concealing Baby Swallow,100,,0.7751,,82091579,,,0
SPY,5y,13,Counterattack,-100,2.7842,0.7705,80771112.0,82092606,0.43,0.98,2
SPY,5y,13,Counterattack,100,0.2773,0.7801,100796950.0,82036025,0.61,0.43,4
SPY,5y,13,Dark Cloud Cover,100,,0.7751,,82091579,,,0
SPY,5y,13,Doji,100,0.9644,0.7318,80637496.0,82348430,0.52,0.56,162
SPY,5y,13,Doji Star,-100,1.1569,0.7723,71390463.0,82271426,0.56,0.03,19
SPY,5y,13,Doji Star,100,0.2922,0.7822,83628868.0,82070082,0.66,0.79,16
SPY,5y,13,Dragonfly Doji,100,-0.3115,0.7875,79061361.0,82187342,0.26,0.64,24
SPY,5y,13,Engulfing Pattern,-100,1.7144,0.739,77145042.0,82287380,0.15,0.2,50
SPY,5y,13,Engulfing Pattern,100,0.3056,0.8091,85673208.0,82006740,0.48,0.36,39
SPY,5y,13,Evening Doji Star,100,,0.7751,,82091579,,,0
SPY,5y,13,Evening Star,100,,0.7751,,82091579,,,0
SPY,5y,13,Up/Down-gap side-by-side white lines,-100,,0.7751,,82091579,,,0
SPY,5y,13,Up/Down-gap side-by-side white lines,100,0.8052,0.7808,93781108.0,82061989,0.99,0.51,4
SPY,5y,13,Gravestone Doji,100,0.3871,0.7717,91953923.0,81973754,0.73,0.52,15
SPY,5y,13,Hammer,100,-0.1152,0.7789,77679714.0,82179370,0.21,0.4,17
SPY,5y,13,Hanging Man,100,,0.7751,,82091579,,,0
SPY,5y,13,Harami Pattern,-100,1.0401,0.7757,82092688.0,82070362,0.64,1.0,52
SPY,5y,13,Harami Pattern,100,1.3223,0.7594,76645452.0,82277360,0.34,0.14,39
SPY,5y,13,Harami Cross Pattern,100,1.4856,0.7732,79788454.0,82127619,0.59,0.75,12
SPY,5y,13,High-Wave Candle,100,1.1743,0.7399,85310378.0,81860273,0.46,0.43,77
SPY,5y,13,Hikkake Pattern,-100,1.2034,0.7532,73894708.0,82451748,0.35,0.02,50
SPY,5y,13,Hikkake Pattern,-200,3.5959,0.7529,81768100.0,82084690,0.07,0.98,8
SPY,5y,13,Hikkake Pattern,100,0.9295,0.7686,91077404.0,81861691,0.88,0.27,38
SPY,5y,13,Hikkake Pattern,200,-0.7995,0.7914,84050308.0,82090604,0.31,0.88,13
